Ruta,Texto original,Traducción
CommonEvent[167].command[890],____TEXT____,
CommonEvent[167].command[891].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[896],____TEXT____,
CommonEvent[167].command[897].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[902],____TEXT____,
CommonEvent[167].command[903].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[908],____TEXT____,
CommonEvent[167].command[909].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[914],____TEXT____,
CommonEvent[167].command[915].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[920],____TEXT____,
CommonEvent[167].command[921].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[926],____TEXT____,
CommonEvent[167].command[927].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[932],____TEXT____,
CommonEvent[167].command[933].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[938],____TEXT____,
CommonEvent[167].command[939].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[947],____TEXT____,
CommonEvent[167].command[948].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[953],____TEXT____,
CommonEvent[167].command[954].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[959],____TEXT____,
CommonEvent[167].command[960].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[965],____TEXT____,
CommonEvent[167].command[966].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[971],____TEXT____,
CommonEvent[167].command[972].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[977],____TEXT____,
CommonEvent[167].command[978].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[983],____TEXT____,
CommonEvent[167].command[984].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[989],____TEXT____,
CommonEvent[167].command[990].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[995],____TEXT____,
CommonEvent[167].command[996].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[1001],____TEXT____,
CommonEvent[167].command[1002].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[1007],____TEXT____,
CommonEvent[167].command[1008].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[1013],____TEXT____,
CommonEvent[167].command[1014].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[1019],____TEXT____,
CommonEvent[167].command[1020].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[1025],____TEXT____,
CommonEvent[167].command[1026].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[1031],____TEXT____,
CommonEvent[167].command[1032].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[1037],____TEXT____,
CommonEvent[167].command[1038].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[1043],____TEXT____,
CommonEvent[167].command[1044].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[1049],____TEXT____,
CommonEvent[167].command[1050].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[1061].textComment,Priest robe,
CommonEvent[167].command[1068],____TEXT____,
CommonEvent[167].command[1069].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[1074],____TEXT____,
CommonEvent[167].command[1075].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[1076].textData,одной рукой!,
CommonEvent[167].command[1081],____TEXT____,
CommonEvent[167].command[1082].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[1087],____TEXT____,
CommonEvent[167].command[1088].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[1104],____TEXT____,
CommonEvent[167].command[1105].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[1110],____TEXT____,
CommonEvent[167].command[1111].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[1112].textData,одной рукой!,
CommonEvent[167].command[1117],____TEXT____,
CommonEvent[167].command[1118].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[1123],____TEXT____,
CommonEvent[167].command[1124].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[1201],____TEXT____,
CommonEvent[167].command[1202].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[1207],____TEXT____,
CommonEvent[167].command[1208].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[1213],____TEXT____,
CommonEvent[167].command[1214].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[1219],____TEXT____,
CommonEvent[167].command[1220].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[1225],____TEXT____,
CommonEvent[167].command[1226].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[1231],____TEXT____,
CommonEvent[167].command[1232].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[1237],____TEXT____,
CommonEvent[167].command[1238].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[1243],____TEXT____,
CommonEvent[167].command[1244].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[1249],____TEXT____,
CommonEvent[167].command[1250].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[1258],____TEXT____,
CommonEvent[167].command[1259].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[1264],____TEXT____,
CommonEvent[167].command[1265].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[1270],____TEXT____,
CommonEvent[167].command[1271].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[1276],____TEXT____,
CommonEvent[167].command[1277].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[1282],____TEXT____,
CommonEvent[167].command[1283].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[1288],____TEXT____,
CommonEvent[167].command[1289].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[1294],____TEXT____,
CommonEvent[167].command[1295].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[1300],____TEXT____,
CommonEvent[167].command[1301].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[1306],____TEXT____,
CommonEvent[167].command[1307].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[1318].textComment,No skin,
CommonEvent[167].command[1323],____TEXT____,
CommonEvent[167].command[1324].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[1329],____TEXT____,
CommonEvent[167].command[1330].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[1331].textData,одной рукой!,
CommonEvent[167].command[1336],____TEXT____,
CommonEvent[167].command[1337].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[1342],____TEXT____,
CommonEvent[167].command[1343].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[1359],____TEXT____,
CommonEvent[167].command[1360].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[1365],____TEXT____,
CommonEvent[167].command[1366].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[1367].textData,одной рукой!,
CommonEvent[167].command[1372],____TEXT____,
CommonEvent[167].command[1373].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[1378],____TEXT____,
CommonEvent[167].command[1379].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[1456],____TEXT____,
CommonEvent[167].command[1457].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[1462],____TEXT____,
CommonEvent[167].command[1463].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[1468],____TEXT____,
CommonEvent[167].command[1469].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
